"term","ontology","ID","Description","total_sig","up_count","down_count","sig_count","consensus"
"MF: oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor","MF","GO:0016641","oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor",5,5,0,5,"up"
"MF: pentosyltransferase activity","MF","GO:0016763","pentosyltransferase activity",5,2,3,5,"mixed"
"MF: peptidyl-proline dioxygenase activity","MF","GO:0031543","peptidyl-proline dioxygenase activity",5,2,3,5,"mixed"
"MF: phosphatidylserine binding","MF","GO:0001786","phosphatidylserine binding",5,3,2,5,"mixed"
"MF: platelet-derived growth factor binding","MF","GO:0048407","platelet-derived growth factor binding",5,3,2,5,"mixed"
"MF: protease binding","MF","GO:0002020","protease binding",5,3,2,5,"mixed"
"MF: protein disulfide isomerase activity","MF","GO:0003756","protein disulfide isomerase activity",5,2,3,5,"mixed"
"MF: protein kinase activator activity","MF","GO:0030295","protein kinase activator activity",5,4,1,5,"mixed"
"MF: protein tyrosine kinase activity","MF","GO:0004713","protein tyrosine kinase activity",5,4,1,5,"mixed"
"MF: protein-hormone receptor activity","MF","GO:0016500","protein-hormone receptor activity",5,3,2,5,"mixed"
"MF: proton-transporting ATP synthase activity, rotational mechanism","MF","GO:0046933","proton-transporting ATP synthase activity, rotational mechanism",5,2,3,5,"mixed"
"MF: ribosome binding","MF","GO:0043022","ribosome binding",5,1,4,5,"mixed"
"MF: structural constituent of cytoskeleton","MF","GO:0005200","structural constituent of cytoskeleton",5,5,0,5,"up"
"MF: structural constituent of nuclear pore","MF","GO:0017056","structural constituent of nuclear pore",5,1,4,5,"mixed"
"MF: sulfuric ester hydrolase activity","MF","GO:0008484","sulfuric ester hydrolase activity",5,2,3,5,"mixed"
"MF: transferase activity, transferring one-carbon groups","MF","GO:0016741","transferase activity, transferring one-carbon groups",5,2,3,5,"mixed"
"MF: translation factor activity","MF","GO:0180051","translation factor activity",5,0,5,5,"down"
"MF: translation factor activity, RNA binding","MF","GO:0008135","translation factor activity, RNA binding",5,0,5,5,"down"
"MF: vitamin binding","MF","GO:0019842","vitamin binding",5,4,1,5,"mixed"
"BP: ADP catabolic process","BP","GO:0046032","ADP catabolic process",4,2,2,4,"mixed"
"BP: ADP metabolic process","BP","GO:0046031","ADP metabolic process",4,2,2,4,"mixed"
"BP: B cell receptor signaling pathway","BP","GO:0050853","B cell receptor signaling pathway",4,2,2,4,"mixed"
"BP: CD4-positive, alpha-beta T cell differentiation involved in immune response","BP","GO:0002294","CD4-positive, alpha-beta T cell differentiation involved in immune response",4,2,2,4,"mixed"
"BP: CD40 signaling pathway","BP","GO:0023035","CD40 signaling pathway",4,2,2,4,"mixed"
"BP: CD8-positive, alpha-beta T cell activation","BP","GO:0036037","CD8-positive, alpha-beta T cell activation",4,2,2,4,"mixed"
"BP: COPII-coated vesicle budding","BP","GO:0090114","COPII-coated vesicle budding",4,2,2,4,"mixed"
"BP: COPII-coated vesicle cargo loading","BP","GO:0090110","COPII-coated vesicle cargo loading",4,2,2,4,"mixed"
"BP: DNA damage response, signal transduction by p53 class mediator","BP","GO:0030330","DNA damage response, signal transduction by p53 class mediator",4,1,3,4,"mixed"
"BP: DNA replication checkpoint signaling","BP","GO:0000076","DNA replication checkpoint signaling",4,1,3,4,"mixed"
"BP: DNA synthesis involved in DNA repair","BP","GO:0000731","DNA synthesis involved in DNA repair",4,1,3,4,"mixed"
"BP: DNA topological change","BP","GO:0006265","DNA topological change",4,2,2,4,"mixed"
"BP: G0 to G1 transition","BP","GO:0045023","G0 to G1 transition",4,2,2,4,"mixed"
"BP: L-alpha-amino acid transmembrane transport","BP","GO:1902475","L-alpha-amino acid transmembrane transport",4,3,1,4,"mixed"
"BP: L-amino acid transport","BP","GO:0015807","L-amino acid transport",4,3,1,4,"mixed"
"BP: Notch signaling pathway","BP","GO:0007219","Notch signaling pathway",4,3,1,4,"mixed"
"BP: PERK-mediated unfolded protein response","BP","GO:0036499","PERK-mediated unfolded protein response",4,1,3,4,"mixed"
"BP: RNA polymerase II preinitiation complex assembly","BP","GO:0051123","RNA polymerase II preinitiation complex assembly",4,0,4,4,"down"
"BP: T cell apoptotic process","BP","GO:0070231","T cell apoptotic process",4,2,2,4,"mixed"
"BP: T-helper 17 cell differentiation","BP","GO:0072539","T-helper 17 cell differentiation",4,1,3,4,"mixed"
"BP: T-helper 17 type immune response","BP","GO:0072538","T-helper 17 type immune response",4,2,2,4,"mixed"
"BP: T-helper cell lineage commitment","BP","GO:0002295","T-helper cell lineage commitment",4,2,2,4,"mixed"
"BP: U2-type prespliceosome assembly","BP","GO:1903241","U2-type prespliceosome assembly",4,1,3,4,"mixed"
"BP: actin filament depolymerization","BP","GO:0030042","actin filament depolymerization",4,3,1,4,"mixed"
"BP: actin filament polymerization","BP","GO:0030041","actin filament polymerization",4,3,1,4,"mixed"
"BP: actin filament severing","BP","GO:0051014","actin filament severing",4,3,1,4,"mixed"
"BP: actin-myosin filament sliding","BP","GO:0033275","actin-myosin filament sliding",4,3,1,4,"mixed"
"BP: activation of protein kinase activity","BP","GO:0032147","activation of protein kinase activity",4,2,2,4,"mixed"
"BP: adenylate cyclase-activating G protein-coupled receptor signaling pathway","BP","GO:0007189","adenylate cyclase-activating G protein-coupled receptor signaling pathway",4,4,0,4,"up"
"BP: alpha-beta T cell activation involved in immune response","BP","GO:0002287","alpha-beta T cell activation involved in immune response",4,2,2,4,"mixed"
"BP: alpha-beta T cell differentiation involved in immune response","BP","GO:0002293","alpha-beta T cell differentiation involved in immune response",4,2,2,4,"mixed"
"BP: alpha-beta T cell lineage commitment","BP","GO:0002363","alpha-beta T cell lineage commitment",4,2,2,4,"mixed"
"BP: amino acid transmembrane transport","BP","GO:0003333","amino acid transmembrane transport",4,3,1,4,"mixed"
"BP: amino sugar metabolic process","BP","GO:0006040","amino sugar metabolic process",4,0,4,4,"down"
"BP: amyloid precursor protein metabolic process","BP","GO:0042982","amyloid precursor protein metabolic process",4,2,2,4,"mixed"
"BP: antigen processing and presentation of peptide antigen via MHC class Ib","BP","GO:0002428","antigen processing and presentation of peptide antigen via MHC class Ib",4,2,2,4,"mixed"
"BP: associative learning","BP","GO:0008306","associative learning",4,2,2,4,"mixed"
"BP: atrioventricular valve development","BP","GO:0003171","atrioventricular valve development",4,2,2,4,"mixed"
"BP: atrioventricular valve morphogenesis","BP","GO:0003181","atrioventricular valve morphogenesis",4,2,2,4,"mixed"
"BP: autophagy of mitochondrion","BP","GO:0000422","autophagy of mitochondrion",4,0,4,4,"down"
"BP: axis elongation","BP","GO:0003401","axis elongation",4,3,1,4,"mixed"
"BP: axo-dendritic transport","BP","GO:0008088","axo-dendritic transport",4,3,1,4,"mixed"
"BP: axon development","BP","GO:0061564","axon development",4,2,2,4,"mixed"
"BP: axoneme assembly","BP","GO:0035082","axoneme assembly",4,1,3,4,"mixed"
"BP: basement membrane organization","BP","GO:0071711","basement membrane organization",4,2,2,4,"mixed"
"BP: biogenic amine metabolic process","BP","GO:0006576","biogenic amine metabolic process",4,4,0,4,"up"
"BP: biological process involved in intraspecies interaction between organisms","BP","GO:0051703","biological process involved in intraspecies interaction between organisms",4,2,2,4,"mixed"
"BP: blastocyst development","BP","GO:0001824","blastocyst development",4,1,3,4,"mixed"
"BP: bleb assembly","BP","GO:0032060","bleb assembly",4,2,2,4,"mixed"
"BP: body fluid secretion","BP","GO:0007589","body fluid secretion",4,2,2,4,"mixed"
"BP: body morphogenesis","BP","GO:0010171","body morphogenesis",4,1,3,4,"mixed"
"BP: branching involved in ureteric bud morphogenesis","BP","GO:0001658","branching involved in ureteric bud morphogenesis",4,1,3,4,"mixed"
"BP: carbohydrate homeostasis","BP","GO:0033500","carbohydrate homeostasis",4,3,1,4,"mixed"
"BP: carbohydrate transmembrane transport","BP","GO:0034219","carbohydrate transmembrane transport",4,2,2,4,"mixed"
"BP: carbohydrate transport","BP","GO:0008643","carbohydrate transport",4,2,2,4,"mixed"
"BP: cardiac muscle adaptation","BP","GO:0014887","cardiac muscle adaptation",4,3,1,4,"mixed"
"BP: cardiac muscle cell membrane repolarization","BP","GO:0099622","cardiac muscle cell membrane repolarization",4,1,3,4,"mixed"
"BP: cardiac muscle hypertrophy","BP","GO:0003300","cardiac muscle hypertrophy",4,1,3,4,"mixed"
"BP: cardiac muscle hypertrophy in response to stress","BP","GO:0014898","cardiac muscle hypertrophy in response to stress",4,3,1,4,"mixed"
"BP: cardiac ventricle morphogenesis","BP","GO:0003208","cardiac ventricle morphogenesis",4,2,2,4,"mixed"
"BP: catecholamine transport","BP","GO:0051937","catecholamine transport",4,4,0,4,"up"
"BP: cell communication involved in cardiac conduction","BP","GO:0086065","cell communication involved in cardiac conduction",4,1,3,4,"mixed"
"BP: cell differentiation involved in metanephros development","BP","GO:0072202","cell differentiation involved in metanephros development",4,2,2,4,"mixed"
"BP: cell maturation","BP","GO:0048469","cell maturation",4,4,0,4,"up"
"BP: cell migration involved in gastrulation","BP","GO:0042074","cell migration involved in gastrulation",4,3,1,4,"mixed"
"BP: cell redox homeostasis","BP","GO:0045454","cell redox homeostasis",4,3,1,4,"mixed"
"BP: cell surface toll-like receptor signaling pathway","BP","GO:0140895","cell surface toll-like receptor signaling pathway",4,3,1,4,"mixed"
"BP: cell-cell adhesion mediated by cadherin","BP","GO:0044331","cell-cell adhesion mediated by cadherin",4,2,2,4,"mixed"
"BP: cellular response to acid chemical","BP","GO:0071229","cellular response to acid chemical",4,2,2,4,"mixed"
"BP: cellular response to gamma radiation","BP","GO:0071480","cellular response to gamma radiation",4,2,2,4,"mixed"
"BP: cellular response to glucose starvation","BP","GO:0042149","cellular response to glucose starvation",4,1,3,4,"mixed"
"BP: cellular response to hydrogen peroxide","BP","GO:0070301","cellular response to hydrogen peroxide",4,1,3,4,"mixed"
"BP: cellular response to hypoxia","BP","GO:0071456","cellular response to hypoxia",4,0,4,4,"down"
"BP: cellular response to interleukin-17","BP","GO:0097398","cellular response to interleukin-17",4,1,3,4,"mixed"
"BP: cellular response to ketone","BP","GO:1901655","cellular response to ketone",4,2,2,4,"mixed"
"BP: cellular response to light stimulus","BP","GO:0071482","cellular response to light stimulus",4,2,2,4,"mixed"
"BP: cellular response to metal ion","BP","GO:0071248","cellular response to metal ion",4,3,1,4,"mixed"
"BP: cellular response to nutrient","BP","GO:0031670","cellular response to nutrient",4,2,2,4,"mixed"
"BP: cellular response to platelet-derived growth factor stimulus","BP","GO:0036120","cellular response to platelet-derived growth factor stimulus",4,2,2,4,"mixed"
"BP: cellular response to virus","BP","GO:0098586","cellular response to virus",4,2,2,4,"mixed"
"BP: cerebellar Purkinje cell differentiation","BP","GO:0021702","cerebellar Purkinje cell differentiation",4,2,2,4,"mixed"
"BP: cerebellar Purkinje cell layer morphogenesis","BP","GO:0021692","cerebellar Purkinje cell layer morphogenesis",4,2,2,4,"mixed"
"BP: cerebellar cortex morphogenesis","BP","GO:0021696","cerebellar cortex morphogenesis",4,2,2,4,"mixed"
"BP: cerebellum morphogenesis","BP","GO:0021587","cerebellum morphogenesis",4,2,2,4,"mixed"
"BP: cerebral cortex GABAergic interneuron differentiation","BP","GO:0021892","cerebral cortex GABAergic interneuron differentiation",4,3,1,4,"mixed"
"BP: cerebral cortex development","BP","GO:0021987","cerebral cortex development",4,2,2,4,"mixed"
"BP: chemokine-mediated signaling pathway","BP","GO:0070098","chemokine-mediated signaling pathway",4,4,0,4,"up"
"BP: cholesterol transport","BP","GO:0030301","cholesterol transport",4,3,1,4,"mixed"
"BP: chromosome organization involved in meiotic cell cycle","BP","GO:0070192","chromosome organization involved in meiotic cell cycle",4,2,2,4,"mixed"
"BP: circadian rhythm","BP","GO:0007623","circadian rhythm",4,0,4,4,"down"
"BP: complement activation, classical pathway","BP","GO:0006958","complement activation, classical pathway",4,4,0,4,"up"
"BP: cranial skeletal system development","BP","GO:1904888","cranial skeletal system development",4,2,2,4,"mixed"
"BP: cytochrome complex assembly","BP","GO:0017004","cytochrome complex assembly",4,0,4,4,"down"
"BP: cytokinetic process","BP","GO:0032506","cytokinetic process",4,1,3,4,"mixed"
"BP: cytoskeleton-dependent cytokinesis","BP","GO:0061640","cytoskeleton-dependent cytokinesis",4,2,2,4,"mixed"
"BP: defense response to Gram-negative bacterium","BP","GO:0050829","defense response to Gram-negative bacterium",4,2,2,4,"mixed"
"BP: defense response to Gram-positive bacterium","BP","GO:0050830","defense response to Gram-positive bacterium",4,3,1,4,"mixed"
"BP: dendritic cell differentiation","BP","GO:0097028","dendritic cell differentiation",4,3,1,4,"mixed"
"BP: dendritic cell migration","BP","GO:0036336","dendritic cell migration",4,3,1,4,"mixed"
"BP: deoxyribonucleotide metabolic process","BP","GO:0009262","deoxyribonucleotide metabolic process",4,2,2,4,"mixed"
"BP: deoxyribose phosphate metabolic process","BP","GO:0019692","deoxyribose phosphate metabolic process",4,2,2,4,"mixed"
"BP: detection of abiotic stimulus","BP","GO:0009582","detection of abiotic stimulus",4,3,1,4,"mixed"
"BP: detection of external stimulus","BP","GO:0009581","detection of external stimulus",4,3,1,4,"mixed"
"BP: detoxification of inorganic compound","BP","GO:0061687","detoxification of inorganic compound",4,4,0,4,"up"
"BP: development of primary male sexual characteristics","BP","GO:0046546","development of primary male sexual characteristics",4,2,2,4,"mixed"
"BP: digestion","BP","GO:0007586","digestion",4,4,0,4,"up"
"BP: dopaminergic neuron differentiation","BP","GO:0071542","dopaminergic neuron differentiation",4,2,2,4,"mixed"
"BP: double-strand break repair via nonhomologous end joining","BP","GO:0006303","double-strand break repair via nonhomologous end joining",4,1,3,4,"mixed"
"BP: embryonic hindlimb morphogenesis","BP","GO:0035116","embryonic hindlimb morphogenesis",4,1,3,4,"mixed"
"BP: embryonic morphogenesis","BP","GO:0048598","embryonic morphogenesis",4,4,0,4,"up"
"BP: endocardial cushion development","BP","GO:0003197","endocardial cushion development",4,3,1,4,"mixed"
"BP: endochondral ossification","BP","GO:0001958","endochondral ossification",4,2,2,4,"mixed"
"BP: endocytic recycling","BP","GO:0032456","endocytic recycling",4,2,2,4,"mixed"
"BP: endolysosomal toll-like receptor signaling pathway","BP","GO:0140894","endolysosomal toll-like receptor signaling pathway",4,2,2,4,"mixed"
"BP: endothelial cell chemotaxis","BP","GO:0035767","endothelial cell chemotaxis",4,1,3,4,"mixed"
"BP: endothelial cell morphogenesis","BP","GO:0001886","endothelial cell morphogenesis",4,1,3,4,"mixed"
"BP: ephrin receptor signaling pathway","BP","GO:0048013","ephrin receptor signaling pathway",4,4,0,4,"up"
"BP: epidermis morphogenesis","BP","GO:0048730","epidermis morphogenesis",4,3,1,4,"mixed"
"BP: epithelial cell-cell adhesion","BP","GO:0090136","epithelial cell-cell adhesion",4,3,1,4,"mixed"
"BP: establishment of mitotic spindle localization","BP","GO:0040001","establishment of mitotic spindle localization",4,3,1,4,"mixed"
"BP: establishment of protein localization to membrane","BP","GO:0090150","establishment of protein localization to membrane",4,3,1,4,"mixed"
"BP: establishment of spindle localization","BP","GO:0051293","establishment of spindle localization",4,3,1,4,"mixed"
"BP: extracellular negative regulation of signal transduction","BP","GO:1900116","extracellular negative regulation of signal transduction",4,3,1,4,"mixed"
"BP: extracellular regulation of signal transduction","BP","GO:1900115","extracellular regulation of signal transduction",4,3,1,4,"mixed"
