"term","Indelicato_0.05_all_genes.rds","Lai_CNS_0.05_all_genes.rds","Lai_iPSC_0.05_all_genes.rds","Lai_PNS_0.05_all_genes.rds","Lees_FA1_0.05_all_genes.rds","Lees_FA2_0.05_all_genes.rds","Lees_FA3_0.05_all_genes.rds","Maddock_NCC_FA1_0.05_all_genes.rds","Maddock_NCC_FA2_0.05_all_genes.rds","Maddock_SN_FA1_0.05_all_genes.rds","Maddock_SN_FA2_0.05_all_genes.rds","Mishra_223_0.05_all_genes.rds","Mishra_850_0.05_all_genes.rds","Mishra_FF1_0.05_all_genes.rds","Mishra_FF2_0.05_all_genes.rds","Napierala_0.05_all_genes.rds","Vilema_0.05_all_genes.rds","Maddock_LMN_FA2_batchcorrection_0.05_all_genes.rds","Wang_0.05_all_genes.rds","Erwin_batchcorrection_0.05_all_genes.rds","Li_FRDA_CTRL_0.05_all_genes.rds","Li_FRDA_IC_0.05_all_genes.rds","Chutake_0.05_all_genes.rds","up_count","down_count","sig_count","consensus"
"BP: glomerular mesangial cell proliferation",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: glucocorticoid secretion",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: glutamate receptor clustering",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: glutathione biosynthetic process",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: glycerophospholipid catabolic process",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: glycosylceramide metabolic process",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: heart formation",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: heat generation",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: hematopoietic stem cell homeostasis",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: hematopoietic stem cell proliferation",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: hemoglobin biosynthetic process",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: heparin proteoglycan metabolic process",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: histamine production involved in inflammatory response",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: histamine secretion by mast cell",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: histamine secretion involved in inflammatory response",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: histamine transport",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: homocysteine metabolic process",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: hydrogen peroxide biosynthetic process",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: hydrogen peroxide metabolic process",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: hyperosmotic response",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: hypothalamus development",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,"up"
"BP: immunological memory process",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: indolalkylamine metabolic process",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: indole-containing compound metabolic process",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: inflammasome-mediated signaling pathway",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: inflammatory cell apoptotic process",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: inner cell mass cell proliferation",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: inositol phosphate biosynthetic process",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: insulin metabolic process",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: interleukin-18-mediated signaling pathway",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: interleukin-4 production",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: intermembrane lipid transfer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,"up"
"BP: intestinal lipid absorption",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: intracellular lipid transport",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: intrinsic apoptotic signaling pathway in response to oxidative stress",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: isotype switching",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: keratinocyte migration",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: kynurenine metabolic process",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: lens fiber cell differentiation",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: leukotriene D4 metabolic process",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: lipid import into cell",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: locomotion involved in locomotory behavior",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: locomotor rhythm",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: long-chain fatty acid import across plasma membrane",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: long-chain fatty acid import into cell",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: long-term memory",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: long-term synaptic depression",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: lung secretory cell differentiation",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: lymphocyte homeostasis",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: macrophage activation involved in immune response",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: macrophage apoptotic process",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: magnesium ion transmembrane transport",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: mammalian oogenesis stage",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,"up"
"BP: mammary gland alveolus development",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,"up"
"BP: mammary gland lobule development",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,"up"
"BP: mannose metabolic process",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: mast cell chemotaxis",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: mast cell migration",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,"up"
"BP: mature B cell differentiation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,"up"
"BP: mature B cell differentiation involved in immune response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,"up"
"BP: megakaryocyte differentiation",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: meiotic cell cycle checkpoint signaling",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: meiotic chromosome separation",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: melanocyte differentiation",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: membrane depolarization during action potential",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: membrane depolarization during cardiac muscle cell action potential",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: metanephric nephron epithelium development",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: microtubule anchoring at centrosome",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: microvillus assembly",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: midgut development",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: mitochondrial calcium ion transmembrane transport",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: mitochondrial ribosome assembly",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,"up"
"BP: mitochondrion localization",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,"up"
"BP: mitotic G1 DNA damage checkpoint signaling",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: mitotic G1/S transition checkpoint signaling",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: modulation by host of viral process",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: monoatomic anion homeostasis",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: morphogenesis of an endothelium",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: motor neuron axon guidance",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: multi-ciliated epithelial cell differentiation",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: muscle cell cellular homeostasis",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: muscle cell fate commitment",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: myelin assembly",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,"up"
"BP: negative chemotaxis",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of B cell proliferation",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of CD4-positive, alpha-beta T cell proliferation",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of DNA biosynthetic process",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of DNA-templated transcription, elongation",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of G protein-coupled receptor signaling pathway",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of MAP kinase activity",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of NLRP3 inflammasome complex assembly",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,"up"
"BP: negative regulation of Notch signaling pathway",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,"up"
"BP: negative regulation of T cell cytokine production",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of T cell receptor signaling pathway",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of activated T cell proliferation",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of alcohol biosynthetic process",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of amide metabolic process",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of androgen receptor signaling pathway",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of anoikis",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of antigen receptor-mediated signaling pathway",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of axon extension",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of axon regeneration",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of blood circulation",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of cGAS/STING signaling pathway",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of calcineurin-NFAT signaling cascade",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of calcineurin-mediated signaling",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of calcium ion import",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of carbohydrate metabolic process",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,"up"
"BP: negative regulation of cardiac muscle hypertrophy",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of catecholamine secretion",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of cation channel activity",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of cell differentiation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,"up"
"BP: negative regulation of cell population proliferation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of cell-matrix adhesion",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of cell-substrate junction organization",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of cellular response to insulin stimulus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,"up"
"BP: negative regulation of cellular response to vascular endothelial growth factor stimulus",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of cellular senescence",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of centrosome cycle",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of centrosome duplication",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of cytosolic calcium ion concentration",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of digestive system process",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of endocytosis",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of epidermal cell differentiation",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of epidermis development",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of epithelial cell migration",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,"up"
"BP: negative regulation of extrinsic apoptotic signaling pathway in absence of ligand",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of focal adhesion assembly",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of glial cell proliferation",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of gluconeogenesis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,"up"
"BP: negative regulation of glycoprotein metabolic process",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,"up"
"BP: negative regulation of heart contraction",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of heterotypic cell-cell adhesion",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of homotypic cell-cell adhesion",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of insulin receptor signaling pathway",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,"up"
"BP: negative regulation of interleukin-10 production",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of interleukin-12 production",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,"up"
"BP: negative regulation of interleukin-17 production",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of intracellular transport",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of lipid transport",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of lymphocyte apoptotic process",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of meiotic cell cycle",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of membrane permeability",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of microtubule depolymerization",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,"up"
"BP: negative regulation of mononuclear cell migration",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of muscle contraction",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of muscle hypertrophy",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of myoblast differentiation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,"up"
"BP: negative regulation of nervous system process",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of neuroblast proliferation",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of non-canonical NF-kappaB signal transduction",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of peptidyl-threonine phosphorylation",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of potassium ion transmembrane transport",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of potassium ion transport",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of protein binding",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of reactive oxygen species biosynthetic process",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of receptor binding",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of receptor signaling pathway via JAK-STAT",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of regulated secretory pathway",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of release of sequestered calcium ion into cytosol",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of signal transduction in absence of ligand",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of single stranded viral RNA replication via double stranded DNA intermediate",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of smooth muscle cell differentiation",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of stem cell population maintenance",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of steroid biosynthetic process",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of steroid metabolic process",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of stress fiber assembly",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of synaptic transmission",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of telomere maintenance",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of transcription elongation by RNA polymerase II",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of triglyceride metabolic process",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,"up"
"BP: negative regulation of tumor necrosis factor-mediated signaling pathway",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of type 2 immune response",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of type I interferon production",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,"up"
"BP: negative regulation of vascular endothelial growth factor receptor signaling pathway",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
"BP: negative regulation of viral transcription",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"up"
