"term","Indelicato_0.05_all_genes.rds","Lai_CNS_0.05_all_genes.rds","Lai_iPSC_0.05_all_genes.rds","Lai_PNS_0.05_all_genes.rds","Lees_FA1_0.05_all_genes.rds","Lees_FA2_0.05_all_genes.rds","Lees_FA3_0.05_all_genes.rds","Maddock_LMN_FA2_0.05_all_genes.rds","Maddock_NCC_FA1_0.05_all_genes.rds","Maddock_NCC_FA2_0.05_all_genes.rds","Maddock_SN_FA1_0.05_all_genes.rds","Maddock_SN_FA2_0.05_all_genes.rds","Mishra_223_0.05_all_genes.rds","Mishra_850_0.05_all_genes.rds","Mishra_FF1_0.05_all_genes.rds","Mishra_FF2_0.05_all_genes.rds","Napierala_0.05_all_genes.rds","Vilema_0.05_all_genes.rds","Erwin_0.05_all_genes.rds"
"BP: positive regulation of interleukin-2 production",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
"BP: positive regulation of interleukin-4 production",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"BP: positive regulation of interleukin-6 production",0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0
"BP: positive regulation of interleukin-8 production",0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
"BP: positive regulation of intracellular protein transport",0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"BP: positive regulation of intracellular transport",0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
"BP: positive regulation of intrinsic apoptotic signaling pathway",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
"BP: positive regulation of ion transmembrane transporter activity",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"BP: positive regulation of isotype switching",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"BP: positive regulation of keratinocyte differentiation",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BP: positive regulation of keratinocyte migration",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"BP: positive regulation of kinase activity",0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0
"BP: positive regulation of lamellipodium assembly",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BP: positive regulation of lamellipodium organization",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BP: positive regulation of leukocyte activation",0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1
"BP: positive regulation of leukocyte adhesion to vascular endothelial cell",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BP: positive regulation of leukocyte apoptotic process",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"BP: positive regulation of leukocyte cell-cell adhesion",0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1
"BP: positive regulation of leukocyte chemotaxis",0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0
"BP: positive regulation of leukocyte degranulation",0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1
"BP: positive regulation of leukocyte differentiation",0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0
"BP: positive regulation of leukocyte mediated cytotoxicity",0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"BP: positive regulation of leukocyte mediated immunity",0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1
"BP: positive regulation of leukocyte migration",0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0
"BP: positive regulation of leukocyte proliferation",0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0
"BP: positive regulation of lipid biosynthetic process",0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"BP: positive regulation of lipid localization",0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0
"BP: positive regulation of lipid metabolic process",0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"BP: positive regulation of lipid storage",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BP: positive regulation of lipid transport",0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
"BP: positive regulation of lipopolysaccharide-mediated signaling pathway",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BP: positive regulation of locomotion",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"BP: positive regulation of long-term synaptic potentiation",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BP: positive regulation of lymphocyte activation",0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1
"BP: positive regulation of lymphocyte apoptotic process",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"BP: positive regulation of lymphocyte chemotaxis",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BP: positive regulation of lymphocyte differentiation",0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1
"BP: positive regulation of lymphocyte mediated immunity",0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0
"BP: positive regulation of lymphocyte migration",0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
"BP: positive regulation of lymphocyte proliferation",0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0
"BP: positive regulation of mRNA catabolic process",0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0
"BP: positive regulation of mRNA metabolic process",1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0
"BP: positive regulation of macroautophagy",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"BP: positive regulation of macrophage activation",0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"BP: positive regulation of macrophage chemotaxis",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BP: positive regulation of macrophage cytokine production",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"BP: positive regulation of macrophage derived foam cell differentiation",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"BP: positive regulation of macrophage differentiation",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BP: positive regulation of macrophage migration",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BP: positive regulation of megakaryocyte differentiation",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"BP: positive regulation of meiotic cell cycle",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"BP: positive regulation of membrane depolarization",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"BP: positive regulation of membrane invagination",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"BP: positive regulation of membrane protein ectodomain proteolysis",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"BP: positive regulation of mesenchymal cell proliferation",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BP: positive regulation of metaphase/anaphase transition of cell cycle",0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
"BP: positive regulation of miRNA metabolic process",0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0
"BP: positive regulation of miRNA transcription",0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0
"BP: positive regulation of microtubule polymerization",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BP: positive regulation of microtubule polymerization or depolymerization",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BP: positive regulation of mitochondrial translation",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"BP: positive regulation of mitophagy",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"BP: positive regulation of mitotic cell cycle",0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
"BP: positive regulation of mitotic cell cycle phase transition",0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0
"BP: positive regulation of mitotic cell cycle spindle assembly checkpoint",0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
"BP: positive regulation of mitotic cytokinesis",0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"BP: positive regulation of mitotic metaphase/anaphase transition",0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
"BP: positive regulation of mitotic nuclear division",0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0
"BP: positive regulation of mitotic sister chromatid separation",0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
"BP: positive regulation of monoatomic ion transmembrane transport",0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
"BP: positive regulation of monoatomic ion transport",0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0
"BP: positive regulation of monocyte chemotactic protein-1 production",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"BP: positive regulation of monocyte chemotaxis",0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
"BP: positive regulation of monocyte differentiation",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"BP: positive regulation of mononuclear cell migration",0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0
"BP: positive regulation of mononuclear cell proliferation",0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0
"BP: positive regulation of monooxygenase activity",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BP: positive regulation of morphogenesis of an epithelium",0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
"BP: positive regulation of muscle cell differentiation",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"BP: positive regulation of muscle contraction",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"BP: positive regulation of muscle hypertrophy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BP: positive regulation of muscle organ development",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"BP: positive regulation of muscle tissue development",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"BP: positive regulation of myelination",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"BP: positive regulation of myeloid cell differentiation",0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
"BP: positive regulation of myeloid leukocyte cytokine production involved in immune response",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"BP: positive regulation of myeloid leukocyte differentiation",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BP: positive regulation of myeloid leukocyte mediated immunity",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"BP: positive regulation of myoblast differentiation",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"BP: positive regulation of myoblast fusion",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"BP: positive regulation of natural killer cell activation",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BP: positive regulation of natural killer cell mediated cytotoxicity",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"BP: positive regulation of natural killer cell mediated immunity",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"BP: positive regulation of nervous system development",0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0
"BP: positive regulation of nervous system process",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"BP: positive regulation of neural precursor cell proliferation",0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
"BP: positive regulation of neuroblast proliferation",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"BP: positive regulation of neurogenesis",0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0
"BP: positive regulation of neuron apoptotic process",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
"BP: positive regulation of neuron differentiation",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"BP: positive regulation of neuron projection development",0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1
"BP: positive regulation of neurotransmitter secretion",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"BP: positive regulation of neurotransmitter transport",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"BP: positive regulation of neutrophil chemotaxis",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BP: positive regulation of neutrophil migration",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"BP: positive regulation of nitric oxide biosynthetic process",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BP: positive regulation of nitric oxide metabolic process",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"BP: positive regulation of non-canonical NF-kappaB signal transduction",0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0
"BP: positive regulation of non-canonical Wnt signaling pathway",0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"BP: positive regulation of nuclear division",0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0
"BP: positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"BP: positive regulation of nuclear-transcribed mRNA poly(A) tail shortening",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"BP: positive regulation of nucleocytoplasmic transport",0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"BP: positive regulation of nucleotide biosynthetic process",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BP: positive regulation of nucleotide catabolic process",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BP: positive regulation of nucleotide metabolic process",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BP: positive regulation of oligodendrocyte differentiation",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"BP: positive regulation of organ growth",0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
"BP: positive regulation of organelle assembly",0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"BP: positive regulation of organelle organization",0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0
"BP: positive regulation of organic acid transport",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"BP: positive regulation of ossification",0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"BP: positive regulation of osteoblast differentiation",0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0
"BP: positive regulation of osteoblast proliferation",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
"BP: positive regulation of p38MAPK cascade",0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"BP: positive regulation of pattern recognition receptor signaling pathway",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BP: positive regulation of peptidase activity",0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"BP: positive regulation of peptide hormone secretion",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"BP: positive regulation of peptide secretion",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"BP: positive regulation of peptidyl-serine phosphorylation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"BP: positive regulation of peptidyl-tyrosine phosphorylation",0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0
"BP: positive regulation of phagocytosis",0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1
"BP: positive regulation of phagocytosis, engulfment",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"BP: positive regulation of phosphate metabolic process",0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1
"BP: positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction",0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0
"BP: positive regulation of phospholipid biosynthetic process",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BP: positive regulation of phospholipid metabolic process",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BP: positive regulation of phosphorus metabolic process",0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1
"BP: positive regulation of phosphorylation",0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1
"BP: positive regulation of plasma membrane bounded cell projection assembly",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"BP: positive regulation of platelet activation",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"BP: positive regulation of platelet aggregation",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"BP: positive regulation of positive chemotaxis",0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"BP: positive regulation of post-translational protein modification",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BP: positive regulation of potassium ion transmembrane transport",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BP: positive regulation of potassium ion transmembrane transporter activity",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BP: positive regulation of potassium ion transport",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"BP: positive regulation of production of molecular mediator of immune response",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"BP: positive regulation of programmed cell death",0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1
"BP: positive regulation of prostaglandin secretion",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"BP: positive regulation of proteasomal protein catabolic process",0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
"BP: positive regulation of proteasomal ubiquitin-dependent protein catabolic process",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"BP: positive regulation of protein acetylation",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"BP: positive regulation of protein autophosphorylation",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"BP: positive regulation of protein catabolic process",0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0
"BP: positive regulation of protein exit from endoplasmic reticulum",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"BP: positive regulation of protein import into nucleus",0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"BP: positive regulation of protein kinase activity",0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0
"BP: positive regulation of protein localization",1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
"BP: positive regulation of protein localization to cell periphery",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"BP: positive regulation of protein localization to early endosome",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"BP: positive regulation of protein localization to endosome",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"BP: positive regulation of protein localization to membrane",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BP: positive regulation of protein localization to nucleus",0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"BP: positive regulation of protein localization to plasma membrane",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BP: positive regulation of protein maturation",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"BP: positive regulation of protein modification by small protein conjugation or removal",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BP: positive regulation of protein modification process",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"BP: positive regulation of protein phosphorylation",0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1
"BP: positive regulation of protein polymerization",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"BP: positive regulation of protein processing",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"BP: positive regulation of protein secretion",0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
"BP: positive regulation of protein serine/threonine kinase activity",0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0
"BP: positive regulation of protein transport",0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
"BP: positive regulation of protein tyrosine kinase activity",0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"BP: positive regulation of protein ubiquitination",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BP: positive regulation of protein-containing complex assembly",0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0
"BP: positive regulation of protein-containing complex disassembly",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"BP: positive regulation of proteolysis",0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
"BP: positive regulation of proteolysis involved in protein catabolic process",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"BP: positive regulation of purine nucleotide biosynthetic process",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BP: positive regulation of purine nucleotide catabolic process",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BP: positive regulation of purine nucleotide metabolic process",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BP: positive regulation of rRNA processing",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"BP: positive regulation of reactive oxygen species metabolic process",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BP: positive regulation of receptor recycling",0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"BP: positive regulation of receptor signaling pathway via STAT",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"BP: positive regulation of receptor-mediated endocytosis",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"BP: positive regulation of regulated secretory pathway",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"BP: positive regulation of regulatory T cell differentiation",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"BP: positive regulation of release of sequestered calcium ion into cytosol",0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0
"BP: positive regulation of reproductive process",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"BP: positive regulation of response to biotic stimulus",0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0
"BP: positive regulation of response to cytokine stimulus",0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0
"BP: positive regulation of response to endoplasmic reticulum stress",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"BP: positive regulation of response to external stimulus",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"BP: positive regulation of response to wounding",0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
"BP: positive regulation of ruffle assembly",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"BP: positive regulation of secretion",0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"BP: positive regulation of secretion by cell",0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"BP: positive regulation of sequestering of calcium ion",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"BP: positive regulation of signal transduction by p53 class mediator",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
"BP: positive regulation of skeletal muscle tissue development",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"BP: positive regulation of small GTPase mediated signal transduction",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"BP: positive regulation of small molecule metabolic process",0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
"BP: positive regulation of smooth muscle cell migration",0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"BP: positive regulation of smooth muscle cell proliferation",0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0
"BP: positive regulation of smooth muscle contraction",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"BP: positive regulation of smoothened signaling pathway",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"BP: positive regulation of spindle checkpoint",0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
"BP: positive regulation of sprouting angiogenesis",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BP: positive regulation of stem cell differentiation",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"BP: positive regulation of stem cell population maintenance",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"BP: positive regulation of stem cell proliferation",0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
"BP: positive regulation of steroid biosynthetic process",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BP: positive regulation of steroid hormone secretion",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"BP: positive regulation of steroid metabolic process",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BP: positive regulation of sterol transport",0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"BP: positive regulation of stress fiber assembly",0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0
"BP: positive regulation of stress-activated MAPK cascade",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BP: positive regulation of stress-activated protein kinase signaling cascade",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BP: positive regulation of striated muscle cell differentiation",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"BP: positive regulation of striated muscle tissue development",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"BP: positive regulation of substrate adhesion-dependent cell spreading",0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
"BP: positive regulation of superoxide anion generation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"BP: positive regulation of supramolecular fiber organization",0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0
"BP: positive regulation of synapse assembly",0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0
"BP: positive regulation of synaptic plasticity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"BP: positive regulation of synaptic transmission",0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"BP: positive regulation of synaptic vesicle fusion to presynaptic active zone membrane",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"BP: positive regulation of synaptic vesicle membrane organization",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
